PurchaseOrderID,PurchaseOrderDetailID,DueDate,OrderQty,ProductID,UnitPrice,LineTotal,ReceivedQty,RejectedQty,StockedQty,ModifiedDate
27,63,"12/29/21 00:00:00",3,343,43.3440,130.0320,3.00,0.00,3.00,"12/22/21 00:00:00"
27,64,"12/29/21 00:00:00",3,344,39.0705,117.2115,3.00,0.00,3.00,"12/22/21 00:00:00"
27,65,"12/29/21 00:00:00",3,345,36.9705,110.9115,3.00,0.00,3.00,"12/22/21 00:00:00"
27,66,"12/29/21 00:00:00",3,346,41.2440,123.7320,3.00,0.00,3.00,"12/22/21 00:00:00"
28,67,"12/29/21 00:00:00",550,935,31.4895,17319.2250,550.00,0.00,550.00,"12/22/21 00:00:00"
28,68,"12/29/21 00:00:00",550,936,48.2895,26559.2250,550.00,0.00,550.00,"12/22/21 00:00:00"
29,69,"01/22/22 00:00:00",3,375,43.3440,130.0320,3.00,0.00,3.00,"01/15/22 00:00:00"
29,70,"01/22/22 00:00:00",3,376,39.0705,117.2115,3.00,0.00,3.00,"01/15/22 00:00:00"
29,71,"01/22/22 00:00:00",3,377,36.9705,110.9115,3.00,0.00,3.00,"01/15/22 00:00:00"
29,72,"01/22/22 00:00:00",3,378,41.2440,123.7320,3.00,0.00,3.00,"01/15/22 00:00:00"
29,73,"01/22/22 00:00:00",3,379,36.9705,110.9115,3.00,0.00,3.00,"01/15/22 00:00:00"
30,74,"01/22/22 00:00:00",550,476,15.8865,8737.5750,550.00,0.00,550.00,"01/15/22 00:00:00"
30,75,"01/22/22 00:00:00",550,477,11.6655,6416.0250,550.00,55.00,495.00,"01/15/22 00:00:00"
30,76,"01/22/22 00:00:00",550,478,11.0880,6098.4000,550.00,0.00,550.00,"01/15/22 00:00:00"
31,77,"01/22/22 00:00:00",3,402,47.4705,142.4115,3.00,0.00,3.00,"01/15/22 00:00:00"
32,78,"01/22/22 00:00:00",550,510,23.0790,12693.4500,550.00,82.00,468.00,"01/15/22 00:00:00"
32,79,"01/22/22 00:00:00",550,511,29.2740,16100.7000,550.00,0.00,550.00,"01/15/22 00:00:00"
33,80,"01/30/22 00:00:00",3,403,45.3705,136.1115,3.00,0.00,3.00,"01/23/22 00:00:00"
33,81,"01/30/22 00:00:00",3,404,49.6440,148.9320,3.00,0.00,3.00,"01/23/22 00:00:00"
33,82,"01/30/22 00:00:00",3,405,45.3705,136.1115,3.00,0.00,3.00,"01/23/22 00:00:00"
34,83,"01/30/22 00:00:00",550,525,2.3205,1276.2750,550.00,550.00,0.00,"01/23/22 00:00:00"
35,84,"01/30/22 00:00:00",550,526,3.6435,2003.9250,550.00,0.00,550.00,"01/23/22 00:00:00"
36,85,"01/30/22 00:00:00",550,908,21.0945,11601.9750,468.00,0.00,468.00,"01/23/22 00:00:00"
36,86,"01/30/22 00:00:00",550,909,30.4395,16741.7250,550.00,0.00,550.00,"01/23/22 00:00:00"
36,87,"01/30/22 00:00:00",550,913,40.9395,22516.7250,550.00,0.00,550.00,"01/23/22 00:00:00"
37,88,"01/30/22 00:00:00",60,356,3.6015,216.0900,60.00,0.00,60.00,"01/23/22 00:00:00"
37,89,"01/30/22 00:00:00",60,357,3.9795,238.7700,60.00,0.00,60.00,"01/23/22 00:00:00"
38,90,"01/30/22 00:00:00",550,935,31.4895,17319.2250,550.00,0.00,550.00,"01/23/22 00:00:00"
38,91,"01/30/22 00:00:00",550,936,48.2895,26559.2250,550.00,0.00,550.00,"01/23/22 00:00:00"
39,92,"01/30/22 00:00:00",550,524,12.9675,7132.1250,550.00,0.00,550.00,"01/23/22 00:00:00"
40,93,"01/30/22 00:00:00",550,911,21.0945,11601.9750,550.00,0.00,550.00,"01/23/22 00:00:00"
40,94,"01/30/22 00:00:00",550,912,30.4395,16741.7250,550.00,55.00,495.00,"01/23/22 00:00:00"
41,95,"01/30/22 00:00:00",550,910,40.9395,22516.7250,550.00,0.00,550.00,"01/23/22 00:00:00"
42,96,"01/30/22 00:00:00",550,937,62.9895,34644.2250,550.00,82.00,468.00,"01/23/22 00:00:00"
43,97,"01/30/22 00:00:00",3,463,47.5230,142.5690,3.00,0.00,3.00,"01/23/22 00:00:00"
43,98,"01/30/22 00:00:00",3,464,45.4230,136.2690,3.00,0.00,3.00,"01/23/22 00:00:00"
43,99,"01/30/22 00:00:00",3,465,49.6965,149.0895,3.00,0.00,3.00,"01/23/22 00:00:00"
44,100,"01/30/22 00:00:00",3,462,47.6805,143.0415,3.00,3.00,0.00,"01/23/22 00:00:00"
45,101,"01/30/22 00:00:00",550,510,23.4045,12872.4750,550.00,0.00,550.00,"01/23/22 00:00:00"
45,102,"01/30/22 00:00:00",550,511,27.8670,15326.8500,523.00,0.00,523.00,"01/23/22 00:00:00"
46,103,"01/30/22 00:00:00",550,527,6.7515,3713.3250,468.00,0.00,468.00,"01/23/22 00:00:00"
47,104,"01/30/22 00:00:00",550,938,31.4895,17319.2250,550.00,0.00,550.00,"01/23/22 00:00:00"
47,105,"01/30/22 00:00:00",550,939,48.2895,26559.2250,550.00,0.00,550.00,"01/23/22 00:00:00"
47,106,"01/30/22 00:00:00",550,509,36.2775,19952.6250,550.00,0.00,550.00,"01/23/22 00:00:00"
48,107,"01/30/22 00:00:00",60,492,50.7465,3044.7900,60.00,0.00,60.00,"01/23/22 00:00:00"
48,108,"01/30/22 00:00:00",60,493,58.2645,3495.8700,60.00,0.00,60.00,"01/23/22 00:00:00"
48,109,"01/30/22 00:00:00",60,494,50.7465,3044.7900,60.00,0.00,60.00,"01/23/22 00:00:00"
48,110,"01/30/22 00:00:00",60,495,62.9265,3775.5900,60.00,0.00,60.00,"01/23/22 00:00:00"
48,111,"01/30/22 00:00:00",60,496,49.6545,2979.2700,60.00,0.00,60.00,"01/23/22 00:00:00"
49,112,"02/03/22 00:00:00",550,523,10.3845,5711.4750,550.00,0.00,550.00,"01/27/22 00:00:00"
50,113,"02/03/22 00:00:00",3,422,47.6805,143.0415,3.00,0.00,3.00,"01/27/22 00:00:00"
50,114,"02/03/22 00:00:00",3,423,45.5805,136.7415,3.00,0.00,3.00,"01/27/22 00:00:00"
50,115,"02/03/22 00:00:00",3,424,49.8540,149.5620,3.00,0.00,3.00,"01/27/22 00:00:00"
51,116,"02/03/22 00:00:00",3,490,12.7155,38.1465,3.00,0.00,3.00,"01/27/22 00:00:00"
51,117,"02/03/22 00:00:00",3,491,19.9395,59.8185,3.00,0.00,3.00,"01/27/22 00:00:00"
52,118,"02/03/22 00:00:00",3,528,38.1570,114.4710,3.00,0.00,3.00,"01/27/22 00:00:00"
53,119,"02/07/22 00:00:00",3,505,44.2155,132.6465,3.00,0.00,3.00,"01/31/22 00:00:00"
54,120,"02/07/22 00:00:00",550,938,31.4895,17319.2250,550.00,550.00,0.00,"01/31/22 00:00:00"
54,121,"02/07/22 00:00:00",550,939,48.2895,26559.2250,550.00,550.00,0.00,"01/31/22 00:00:00"
55,122,"02/07/22 00:00:00",60,358,6.9825,418.9500,60.00,0.00,60.00,"01/31/22 00:00:00"
56,123,"02/07/22 00:00:00",3,375,43.2705,129.8115,3.00,0.00,3.00,"01/31/22 00:00:00"
56,124,"02/07/22 00:00:00",3,376,47.5440,142.6320,3.00,0.00,3.00,"01/31/22 00:00:00"
56,125,"02/07/22 00:00:00",3,377,43.2705,129.8115,3.00,0.00,3.00,"01/31/22 00:00:00"
56,126,"02/07/22 00:00:00",3,378,41.1705,123.5115,3.00,0.00,3.00,"01/31/22 00:00:00"
57,127,"02/07/22 00:00:00",60,356,3.3810,202.8600,60.00,0.00,60.00,"01/31/22 00:00:00"
57,128,"02/07/22 00:00:00",60,357,4.3155,258.9300,60.00,0.00,60.00,"01/31/22 00:00:00"
58,129,"02/07/22 00:00:00",3,375,43.2705,129.8115,3.00,0.00,3.00,"01/31/22 00:00:00"
58,130,"02/07/22 00:00:00",3,376,41.1705,123.5115,3.00,0.00,3.00,"01/31/22 00:00:00"
58,131,"02/07/22 00:00:00",3,377,45.4440,136.3320,3.00,0.00,3.00,"01/31/22 00:00:00"
58,132,"02/07/22 00:00:00",3,378,41.1705,123.5115,3.00,0.00,3.00,"01/31/22 00:00:00"
58,133,"02/07/22 00:00:00",3,379,39.0705,117.2115,3.00,0.00,3.00,"01/31/22 00:00:00"
59,134,"02/07/22 00:00:00",3,490,12.3585,37.0755,3.00,0.00,3.00,"01/31/22 00:00:00"
60,135,"02/07/22 00:00:00",550,513,39.1965,21558.0750,550.00,0.00,550.00,"01/31/22 00:00:00"
61,136,"02/07/22 00:00:00",3,403,45.4440,136.3320,3.00,0.00,3.00,"01/31/22 00:00:00"
61,137,"02/07/22 00:00:00",3,404,41.1705,123.5115,3.00,0.00,3.00,"01/31/22 00:00:00"
61,138,"02/07/22 00:00:00",3,405,39.0705,117.2115,3.00,0.00,3.00,"01/31/22 00:00:00"
61,139,"02/07/22 00:00:00",3,406,43.3440,130.0320,3.00,0.00,3.00,"01/31/22 00:00:00"
62,140,"02/07/22 00:00:00",550,931,34.8705,19178.7750,550.00,82.00,468.00,"01/31/22 00:00:00"
62,141,"02/07/22 00:00:00",550,932,39.7635,21869.9250,550.00,0.00,550.00,"01/31/22 00:00:00"
63,142,"02/07/22 00:00:00",3,422,47.6805,143.0415,3.00,0.00,3.00,"01/31/22 00:00:00"
63,143,"02/07/22 00:00:00",3,423,45.5805,136.7415,3.00,0.00,3.00,"01/31/22 00:00:00"
63,144,"02/07/22 00:00:00",3,424,49.8540,149.5620,3.00,0.00,3.00,"01/31/22 00:00:00"
64,145,"02/07/22 00:00:00",3,341,47.5755,142.7265,3.00,3.00,0.00,"01/31/22 00:00:00"
64,146,"02/07/22 00:00:00",3,342,45.4755,136.4265,3.00,3.00,0.00,"01/31/22 00:00:00"
65,147,"02/07/22 00:00:00",550,931,34.3455,18890.0250,550.00,0.00,550.00,"01/31/22 00:00:00"
65,148,"02/07/22 00:00:00",550,932,39.2385,21581.1750,523.00,0.00,523.00,"01/31/22 00:00:00"
66,149,"02/07/22 00:00:00",3,341,47.4705,142.4115,3.00,0.00,3.00,"01/31/22 00:00:00"
66,150,"02/07/22 00:00:00",3,342,45.3705,136.1115,3.00,0.00,3.00,"01/31/22 00:00:00"
66,151,"02/07/22 00:00:00",3,343,49.6440,148.9320,3.00,0.00,3.00,"01/31/22 00:00:00"
66,152,"02/07/22 00:00:00",3,344,45.3705,136.1115,3.00,0.00,3.00,"01/31/22 00:00:00"
67,153,"02/07/22 00:00:00",550,928,32.7705,18023.7750,550.00,0.00,550.00,"01/31/22 00:00:00"
67,154,"02/07/22 00:00:00",550,929,37.0860,20397.3000,550.00,0.00,550.00,"01/31/22 00:00:00"
67,155,"02/07/22 00:00:00",550,930,43.0395,23671.7250,550.00,0.00,550.00,"01/31/22 00:00:00"
68,156,"02/07/22 00:00:00",550,332,10.8150,5948.2500,550.00,0.00,550.00,"01/31/22 00:00:00"
69,157,"02/08/22 00:00:00",550,948,82.8345,45558.9750,550.00,0.00,550.00,"02/01/22 00:00:00"
69,158,"02/08/22 00:00:00",550,907,82.8345,45558.9750,550.00,0.00,550.00,"02/01/22 00:00:00"
70,159,"02/08/22 00:00:00",1250,325,0.2100,262.5000,1250.00,0.00,1250.00,"02/01/22 00:00:00"
70,160,"02/08/22 00:00:00",1250,326,0.2100,262.5000,1250.00,125.00,1125.00,"02/01/22 00:00:00"
71,161,"02/08/22 00:00:00",3,320,49.6440,148.9320,3.00,0.00,3.00,"02/01/22 00:00:00"
71,162,"02/08/22 00:00:00",3,321,44.3205,132.9615,3.00,0.00,3.00,"02/01/22 00:00:00"
71,163,"02/08/22 00:00:00",60,322,28.6965,1721.7900,60.00,3.00,57.00,"02/01/22 00:00:00"
72,164,"02/08/22 00:00:00",550,930,42.5145,23382.9750,550.00,82.00,468.00,"02/01/22 00:00:00"
72,165,"02/08/22 00:00:00",550,921,5.5860,3072.3000,550.00,0.00,550.00,"02/01/22 00:00:00"
73,166,"02/23/22 00:00:00",60,952,15.7395,944.3700,60.00,0.00,60.00,"02/16/22 00:00:00"
74,167,"02/23/22 00:00:00",550,933,43.4595,23902.7250,550.00,550.00,0.00,"02/16/22 00:00:00"
74,168,"02/23/22 00:00:00",550,934,37.6215,20691.8250,550.00,550.00,0.00,"02/16/22 00:00:00"
75,169,"02/23/22 00:00:00",550,317,29.5785,16268.1750,550.00,0.00,550.00,"02/16/22 00:00:00"
75,170,"02/23/22 00:00:00",550,318,36.0990,19854.4500,523.00,0.00,523.00,"02/16/22 00:00:00"
75,171,"02/23/22 00:00:00",550,319,48.5835,26720.9250,550.00,0.00,550.00,"02/16/22 00:00:00"
76,172,"02/23/22 00:00:00",550,928,32.2455,17735.0250,468.00,0.00,468.00,"02/16/22 00:00:00"
76,173,"02/23/22 00:00:00",550,929,36.5610,20108.5500,550.00,0.00,550.00,"02/16/22 00:00:00"
77,174,"02/23/22 00:00:00",550,319,46.4205,25531.2750,550.00,0.00,550.00,"02/16/22 00:00:00"
78,175,"02/23/22 00:00:00",3,359,47.5230,142.5690,3.00,0.00,3.00,"02/16/22 00:00:00"
78,176,"02/23/22 00:00:00",3,360,45.4230,136.2690,3.00,0.00,3.00,"02/16/22 00:00:00"
78,177,"02/23/22 00:00:00",3,361,49.6965,149.0895,3.00,0.00,3.00,"02/16/22 00:00:00"
78,178,"02/23/22 00:00:00",3,362,45.4230,136.2690,3.00,0.00,3.00,"02/16/22 00:00:00"
78,179,"02/23/22 00:00:00",3,363,43.3230,129.9690,3.00,0.00,3.00,"02/16/22 00:00:00"
79,180,"02/23/22 00:00:00",3,2,41.9160,125.7480,3.00,0.00,3.00,"02/16/22 00:00:00"
80,181,"02/23/22 00:00:00",3,1,50.2635,150.7905,3.00,0.00,3.00,"02/16/22 00:00:00"
81,182,"02/23/22 00:00:00",3,361,49.8540,149.5620,3.00,0.00,3.00,"02/16/22 00:00:00"
81,183,"02/23/22 00:00:00",3,362,45.5805,136.7415,3.00,0.00,3.00,"02/16/22 00:00:00"
81,184,"02/23/22 00:00:00",3,363,43.4805,130.4415,3.00,0.00,3.00,"02/16/22 00:00:00"
81,185,"02/23/22 00:00:00",3,364,47.7540,143.2620,3.00,0.00,3.00,"02/16/22 00:00:00"
82,186,"02/23/22 00:00:00",550,530,16.0860,8847.3000,550.00,82.00,468.00,"02/16/22 00:00:00"
83,187,"02/23/22 00:00:00",3,4,57.0255,171.0765,3.00,0.00,3.00,"02/16/22 00:00:00"
84,188,"02/23/22 00:00:00",550,512,37.0860,20397.3000,550.00,550.00,0.00,"02/16/22 00:00:00"
85,189,"02/23/22 00:00:00",550,513,26.5965,14628.0750,550.00,0.00,550.00,"02/16/22 00:00:00"
86,190,"02/23/22 00:00:00",550,317,27.0585,14882.1750,468.00,0.00,468.00,"02/16/22 00:00:00"
86,191,"02/23/22 00:00:00",550,318,33.5790,18468.4500,550.00,0.00,550.00,"02/16/22 00:00:00"
86,192,"02/23/22 00:00:00",550,319,46.0635,25334.9250,550.00,0.00,550.00,"02/16/22 00:00:00"
87,193,"02/23/22 00:00:00",3,408,47.5440,142.6320,3.00,0.00,3.00,"02/16/22 00:00:00"
87,194,"02/23/22 00:00:00",3,409,43.2705,129.8115,3.00,0.00,3.00,"02/16/22 00:00:00"
87,195,"02/23/22 00:00:00",3,410,41.1705,123.5115,3.00,0.00,3.00,"02/16/22 00:00:00"
87,196,"02/23/22 00:00:00",3,411,45.4440,136.3320,3.00,0.00,3.00,"02/16/22 00:00:00"
87,197,"02/23/22 00:00:00",3,412,41.1705,123.5115,3.00,0.00,3.00,"02/16/22 00:00:00"
87,198,"02/23/22 00:00:00",3,413,39.0705,117.2115,3.00,0.00,3.00,"02/16/22 00:00:00"
88,199,"02/23/22 00:00:00",3,427,47.5965,142.7895,3.00,0.00,3.00,"02/16/22 00:00:00"
88,200,"02/23/22 00:00:00",3,428,43.3230,129.9690,3.00,0.00,3.00,"02/16/22 00:00:00"
88,201,"02/23/22 00:00:00",3,429,41.2230,123.6690,3.00,0.00,3.00,"02/16/22 00:00:00"
88,202,"02/23/22 00:00:00",3,430,45.4965,136.4895,3.00,0.00,3.00,"02/16/22 00:00:00"
88,203,"02/23/22 00:00:00",3,431,41.2230,123.6690,3.00,0.00,3.00,"02/16/22 00:00:00"
89,204,"03/08/22 00:00:00",3,320,47.4705,142.4115,3.00,0.00,3.00,"03/01/22 00:00:00"
89,205,"03/08/22 00:00:00",3,321,42.7980,128.3940,3.00,0.00,3.00,"03/01/22 00:00:00"
89,206,"03/08/22 00:00:00",60,322,25.4205,1525.2300,60.00,0.00,60.00,"03/01/22 00:00:00"
90,207,"03/08/22 00:00:00",3,442,43.3965,130.1895,3.00,0.00,3.00,"03/01/22 00:00:00"
90,208,"03/08/22 00:00:00",3,443,39.1230,117.3690,3.00,0.00,3.00,"03/01/22 00:00:00"
90,209,"03/08/22 00:00:00",3,444,37.0230,111.0690,3.00,0.00,3.00,"03/01/22 00:00:00"
91,210,"03/08/22 00:00:00",550,941,62.9895,34644.2250,550.00,0.00,550.00,"03/01/22 00:00:00"
92,211,"03/08/22 00:00:00",3,320,45.3705,136.1115,3.00,0.00,3.00,"03/01/22 00:00:00"
92,212,"03/08/22 00:00:00",3,321,40.4880,121.4640,3.00,0.00,3.00,"03/01/22 00:00:00"
93,213,"03/12/22 00:00:00",3,504,48.7620,146.2860,3.00,0.00,3.00,"03/05/22 00:00:00"
94,214,"03/12/22 00:00:00",3,497,34.1880,102.5640,3.00,3.00,0.00,"03/05/22 00:00:00"
95,215,"03/12/22 00:00:00",3,323,50.2635,150.7905,3.00,0.00,3.00,"03/05/22 00:00:00"
96,216,"03/12/22 00:00:00",550,523,10.7310,5902.0500,468.00,0.00,468.00,"03/05/22 00:00:00"
96,217,"03/12/22 00:00:00",550,524,14.1225,7767.3750,550.00,0.00,550.00,"03/05/22 00:00:00"
97,218,"03/22/22 00:00:00",60,492,50.2635,3015.8100,60.00,0.00,60.00,"03/15/22 00:00:00"
97,219,"03/22/22 00:00:00",60,493,57.1515,3429.0900,60.00,0.00,60.00,"03/15/22 00:00:00"
97,220,"03/22/22 00:00:00",60,494,53.2035,3192.2100,60.00,0.00,60.00,"03/15/22 00:00:00"
97,221,"03/22/22 00:00:00",60,495,63.6930,3821.5800,60.00,0.00,60.00,"03/15/22 00:00:00"
97,222,"03/22/22 00:00:00",60,496,48.9090,2934.5400,60.00,0.00,60.00,"03/15/22 00:00:00"
98,223,"03/22/22 00:00:00",550,913,40.9395,22516.7250,550.00,0.00,550.00,"03/15/22 00:00:00"
98,224,"03/22/22 00:00:00",550,914,21.0945,11601.9750,550.00,0.00,550.00,"03/15/22 00:00:00"
98,225,"03/22/22 00:00:00",550,915,30.4395,16741.7250,550.00,0.00,550.00,"03/15/22 00:00:00"
98,226,"03/22/22 00:00:00",550,916,40.9395,22516.7250,550.00,0.00,550.00,"03/15/22 00:00:00"
99,227,"03/22/22 00:00:00",60,506,9.1980,551.8800,60.00,0.00,60.00,"03/15/22 00:00:00"
100,228,"03/22/22 00:00:00",550,351,5.7750,3176.2500,550.00,0.00,550.00,"03/15/22 00:00:00"
100,229,"03/22/22 00:00:00",550,352,1.1550,635.2500,550.00,55.00,495.00,"03/15/22 00:00:00"
100,230,"03/22/22 00:00:00",550,679,5.7750,3176.2500,550.00,0.00,550.00,"03/15/22 00:00:00"
101,231,"03/22/22 00:00:00",550,507,23.3940,12866.7000,550.00,0.00,550.00,"03/15/22 00:00:00"
101,232,"03/22/22 00:00:00",550,508,27.6465,15205.5750,550.00,0.00,550.00,"03/15/22 00:00:00"
102,233,"03/22/22 00:00:00",550,355,1.3650,750.7500,550.00,82.00,468.00,"03/15/22 00:00:00"
102,234,"03/22/22 00:00:00",550,940,62.9895,34644.2250,550.00,0.00,550.00,"03/15/22 00:00:00"
103,235,"03/22/22 00:00:00",550,679,6.1950,3407.2500,550.00,0.00,550.00,"03/15/22 00:00:00"
104,236,"03/22/22 00:00:00",550,507,22.1655,12191.0250,550.00,550.00,0.00,"03/15/22 00:00:00"
104,237,"03/22/22 00:00:00",550,508,29.2845,16106.4750,550.00,550.00,0.00,"03/15/22 00:00:00"
105,238,"03/22/22 00:00:00",3,491,19.9815,59.9445,3.00,0.00,3.00,"03/15/22 00:00:00"
106,239,"03/22/22 00:00:00",3,347,36.9705,110.9115,3.00,0.00,3.00,"03/15/22 00:00:00"
106,240,"03/22/22 00:00:00",3,348,34.8705,104.6115,3.00,0.00,3.00,"03/15/22 00:00:00"
